Mod:Item:MetaData, Localized Name
ExtraUtilities:decorativeBlock1:4, 镶边石头
ExtraUtilities:decorativeBlock1:5, 不稳定金属方块
ExtraUtilities:decorativeBlock1:6, 沙砾砖块
ExtraUtilities:decorativeBlock1:7, 镶边石头(交替)
ExtraUtilities:decorativeBlock1:8, 魔法木头
ExtraUtilities:decorativeBlock1:9, 沙化玻璃
ExtraUtilities:decorativeBlock1:10, 沙砾路
ExtraUtilities:decorativeBlock1:11, 末影之核
ExtraUtilities:decorativeBlock1:12, 钻石蚀刻计算矩阵
ExtraUtilities:decorativeBlock1:13, 末地沙石
ExtraUtilities:decorativeBlock1:14, 錾制显赫之石
ExtraUtilities:decorativeBlock2:0, 增厚玻璃
ExtraUtilities:decorativeBlock2:1, 镶边玻璃
ExtraUtilities:decorativeBlock2:2, 玻璃砖块
ExtraUtilities:decorativeBlock2:3, 雕纹玻璃
ExtraUtilities:decorativeBlock2:4, 镶金玻璃
ExtraUtilities:decorativeBlock2:5, 黑曜石玻璃
ExtraUtilities:decorativeBlock2:6, 漩涡玻璃
ExtraUtilities:decorativeBlock2:7, 荧石玻璃
ExtraUtilities:decorativeBlock2:8, 心之玻璃
ExtraUtilities:decorativeBlock2:9, 四方玻璃
ExtraUtilities:decorativeBlock2:10, 暗色玻璃
ExtraUtilities:decorativeBlock2:11, 强化暗色玻璃
ExtraUtilities:pureLove, tile.extrautils:pureLove.name
minecraft:iron_shovel, 铁锹
minecraft:iron_pickaxe, 铁镐
minecraft:iron_axe, 铁斧
minecraft:flint_and_steel, 打火石
minecraft:apple, 苹果
minecraft:bow, 弓
minecraft:arrow, 箭
minecraft:coal:0, 煤炭
minecraft:coal:1, 木炭
minecraft:diamond, 钻石
minecraft:iron_ingot, 铁锭
minecraft:gold_ingot, 金锭
minecraft:iron_sword, 铁剑
minecraft:wooden_sword, 木剑
minecraft:wooden_shovel, 木锹
minecraft:wooden_pickaxe, 木镐
minecraft:wooden_axe, 木斧
minecraft:stone_sword, 石剑
minecraft:stone_shovel, 石锹
minecraft:stone_pickaxe, 石镐
minecraft:stone_axe, 石斧
minecraft:diamond_sword, 钻石剑
minecraft:diamond_shovel, 钻石锹
minecraft:diamond_pickaxe, 钻石镐
minecraft:diamond_axe, 钻石斧
minecraft:stick, 木棍
minecraft:bowl, 碗
minecraft:mushroom_stew, 蘑菇煲
minecraft:golden_sword, 金剑
minecraft:golden_shovel, 金锹
minecraft:golden_pickaxe, 金镐
minecraft:golden_axe, 金斧
minecraft:string, 线
minecraft:feather, 羽毛
minecraft:gunpowder, 火药
minecraft:wooden_hoe, 木锄
minecraft:stone_hoe, 石锄
minecraft:iron_hoe, 铁锄
minecraft:diamond_hoe, 钻石锄
minecraft:golden_hoe, 金锄
minecraft:wheat_seeds, 小麦种子
minecraft:wheat, 小麦
minecraft:bread, 面包
minecraft:leather_helmet, 皮革帽子
minecraft:leather_chestplate, 皮革外套
minecraft:leather_leggings, 皮革裤子
minecraft:leather_boots, 皮革靴子
minecraft:chainmail_helmet, 锁链头盔
minecraft:chainmail_chestplate, 锁链胸甲
minecraft:chainmail_leggings, 锁链护腿
minecraft:chainmail_boots, 锁链靴子
minecraft:iron_helmet, 铁头盔
minecraft:iron_chestplate, 铁胸甲
minecraft:iron_leggings, 铁护腿
minecraft:iron_boots, 铁靴子
minecraft:diamond_helmet, 钻石头盔
minecraft:diamond_chestplate, 钻石胸甲
minecraft:diamond_leggings, 钻石护腿
minecraft:diamond_boots, 钻石靴子
minecraft:golden_helmet, 金头盔
minecraft:golden_chestplate, 金胸甲
minecraft:golden_leggings, 金护腿
minecraft:golden_boots, 金靴子
minecraft:flint, 燧石
minecraft:porkchop, 生猪排
minecraft:cooked_porkchop, 熟猪排
minecraft:painting, 画
minecraft:golden_apple:0, 金苹果
minecraft:golden_apple:1, 金苹果
minecraft:sign, 告示牌
minecraft:wooden_door, 木门
minecraft:bucket, 桶
minecraft:water_bucket, 水桶
minecraft:lava_bucket, 岩浆桶
minecraft:minecart, 矿车
minecraft:saddle, 鞍
minecraft:iron_door, 铁门
minecraft:redstone, 红石
minecraft:snowball, 雪球
minecraft:boat, 船
minecraft:leather, 皮革
minecraft:milk_bucket, 牛奶桶
minecraft:brick, 红砖
minecraft:clay_ball, 粘土
minecraft:reeds, 甘蔗
minecraft:paper, 纸
minecraft:book, 书
minecraft:slime_ball, 粘液球
minecraft:chest_minecart, 运输矿车
minecraft:furnace_minecart, 动力矿车
minecraft:egg, 鸡蛋
minecraft:compass, 指南针
minecraft:fishing_rod, mariculture.fishingRod.name
minecraft:clock, 钟
minecraft:glowstone_dust, 萤石粉
minecraft:cooked_fished:0, 熟鱼
minecraft:cooked_fished:1, 熟鲑鱼
minecraft:dye:0, 墨囊
minecraft:dye:1, 玫瑰红
minecraft:dye:2, 仙人掌绿
minecraft:dye:3, 可可豆
minecraft:dye:4, 青金石
minecraft:dye:5, 紫色染料
minecraft:dye:6, 青色染料
minecraft:dye:7, 淡灰色染料
minecraft:dye:8, 灰色染料
minecraft:dye:9, 粉红色染料
minecraft:dye:10, 黄绿色染料
minecraft:dye:11, 蒲公英黄
minecraft:dye:12, 淡蓝色染料
minecraft:dye:13, 品红色染料
minecraft:dye:14, 橙色染料
minecraft:dye:15, 骨粉
minecraft:bone, 骨头
minecraft:sugar, 糖
minecraft:cake, 蛋糕
minecraft:bed, 床
minecraft:repeater, 红石中继器
minecraft:cookie, 曲奇
minecraft:filled_map:0, 地图
minecraft:shears, 剪刀
minecraft:melon, 西瓜
minecraft:pumpkin_seeds, 南瓜种子
minecraft:melon_seeds, 西瓜种子
minecraft:beef, 生牛肉
minecraft:cooked_beef, 牛排
minecraft:chicken, 生鸡肉
minecraft:cooked_chicken, 熟鸡肉
minecraft:rotten_flesh, 腐肉
minecraft:ender_pearl, 末影珍珠
minecraft:blaze_rod, 烈焰棒
minecraft:ghast_tear, 恶魂之泪
minecraft:gold_nugget, 金粒
minecraft:nether_wart, 地狱疣
minecraft:potion:0, 水瓶
minecraft:potion:8193, 再生药水
minecraft:potion:8225, 再生药水
minecraft:potion:8257, 再生药水
minecraft:potion:16385, 喷溅型 再生药水
minecraft:potion:16417, 喷溅型 再生药水
minecraft:potion:16449, 喷溅型 再生药水
minecraft:potion:8194, 迅捷药水
minecraft:potion:8226, 迅捷药水
minecraft:potion:8258, 迅捷药水
minecraft:potion:16386, 喷溅型 迅捷药水
minecraft:potion:16418, 喷溅型 迅捷药水
minecraft:potion:16450, 喷溅型 迅捷药水
minecraft:potion:8227, 抗火药水
minecraft:potion:8259, 抗火药水
minecraft:potion:16419, 喷溅型 抗火药水
minecraft:potion:16451, 喷溅型 抗火药水
minecraft:potion:8196, 剧毒药水
minecraft:potion:8228, 剧毒药水
minecraft:potion:8260, 剧毒药水
minecraft:potion:16388, 喷溅型 剧毒药水
minecraft:potion:16420, 喷溅型 剧毒药水
minecraft:potion:16452, 喷溅型 剧毒药水
minecraft:potion:8261, 治疗药水
minecraft:potion:8229, 治疗药水
minecraft:potion:16453, 喷溅型 治疗药水
minecraft:potion:16421, 喷溅型 治疗药水
minecraft:potion:8230, 夜视药水
minecraft:potion:8262, 夜视药水
minecraft:potion:16422, 喷溅型 夜视药水
minecraft:potion:16454, 喷溅型 夜视药水
minecraft:potion:8231, 反胃药水
minecraft:potion:8263, 反胃药水
minecraft:potion:16423, 喷溅型 反胃药水
minecraft:potion:16455, 喷溅型 反胃药水
minecraft:potion:8232, 虚弱药水
minecraft:potion:8264, 虚弱药水
minecraft:potion:16424, 喷溅型 虚弱药水
minecraft:potion:16456, 喷溅型 虚弱药水
minecraft:potion:8201, 力量药水
minecraft:potion:8233, 力量药水
minecraft:potion:8265, 力量药水
minecraft:potion:16393, 喷溅型 力量药水
minecraft:potion:16425, 喷溅型 力量药水
minecraft:potion:16457, 喷溅型 力量药水
minecraft:potion:8234, 迟缓药水
minecraft:potion:8266, 迟缓药水
minecraft:potion:16426, 喷溅型 迟缓药水
minecraft:potion:16458, 喷溅型 迟缓药水
minecraft:potion:8235, 衰变药水
minecraft:potion:8267, 衰变药水
minecraft:potion:16427, 喷溅型 衰变药水
minecraft:potion:16459, 喷溅型 衰变药水
minecraft:potion:8268, 伤害药水
minecraft:potion:8236, 伤害药水
minecraft:potion:16460, 喷溅型 伤害药水
minecraft:potion:16428, 喷溅型 伤害药水
minecraft:potion:8237, 水肺药水
minecraft:potion:8269, 水肺药水
minecraft:potion:16429, 喷溅型 水肺药水
minecraft:potion:16461, 喷溅型 水肺药水
minecraft:potion:8238, 隐身药水
minecraft:potion:8270, 隐身药水
minecraft:potion:16430, 喷溅型 隐身药水
minecraft:potion:16462, 喷溅型 隐身药水
minecraft:glass_bottle, 玻璃瓶
minecraft:spider_eye, 蜘蛛眼
minecraft:fermented_spider_eye, 发酵蛛眼
minecraft:blaze_powder, 烈焰粉
minecraft:magma_cream, 岩浆膏
minecraft:brewing_stand, 酿造台
minecraft:cauldron, 炼药锅
minecraft:ender_eye, 末影之眼
minecraft:speckled_melon, 闪烁的西瓜
minecraft:spawn_egg:50, 生成 爬行者
minecraft:spawn_egg:51, 生成 骷髅
minecraft:spawn_egg:52, 生成 蜘蛛
minecraft:spawn_egg:54, 生成 僵尸
minecraft:spawn_egg:55, 生成 史莱姆
minecraft:spawn_egg:56, 生成 恶魂
minecraft:spawn_egg:57, 生成 僵尸猪人
minecraft:spawn_egg:58, 生成 末影人
minecraft:spawn_egg:59, 生成 洞穴蜘蛛
minecraft:spawn_egg:60, 生成 蠹虫
minecraft:spawn_egg:61, 生成 烈焰人
minecraft:spawn_egg:62, 生成 岩浆怪
minecraft:spawn_egg:65, 生成 蝙蝠
minecraft:spawn_egg:66, 生成 女巫
minecraft:spawn_egg:90, 生成 猪
minecraft:spawn_egg:91, 生成 羊
minecraft:spawn_egg:92, 生成 牛
minecraft:spawn_egg:93, 生成 鸡
minecraft:spawn_egg:94, 生成 鱿鱼
minecraft:spawn_egg:95, 生成 狼
minecraft:spawn_egg:96, 生成 哞菇
minecraft:spawn_egg:98, 生成 豹猫
minecraft:spawn_egg:100, 生成 马
minecraft:spawn_egg:120, 生成 村民
minecraft:spawn_egg:5, 生成 迷你末影人
minecraft:spawn_egg:6, 生成 震荡爬行者
minecraft:spawn_egg:7, 生成 堕落骑士
minecraft:spawn_egg:23, 生成 堕落战马
minecraft:spawn_egg:24, 生成 凋零女巫
minecraft:spawn_egg:25, 生成 凋零猫
minecraft:spawn_egg:26, 生成 冰原狼
minecraft:spawn_egg:27, 生成 史莱姆骑士
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT矿车
minecraft:hopper_minecart, 漏斗矿车
ExtraUtilities:block_bedrockium, 基岩块
ExtraUtilities:datablock, tile.extrautils:datablock.name
ExtraUtilities:colorStoneBrick:0, 染色 石砖 (白色)
ExtraUtilities:colorStoneBrick:1, 染色 石砖 (橙色)
ExtraUtilities:colorStoneBrick:2, 染色 石砖 (品红色)
ExtraUtilities:colorStoneBrick:3, 染色 石砖 (淡蓝色)
ExtraUtilities:colorStoneBrick:4, 染色 石砖 (黄色)
ExtraUtilities:colorStoneBrick:5, 染色 石砖 (黄绿色)
ExtraUtilities:colorStoneBrick:6, 染色 石砖 (粉色)
ExtraUtilities:colorStoneBrick:7, 染色 石砖 (灰色)
ExtraUtilities:colorStoneBrick:8, 染色 石砖 (浅灰色)
ExtraUtilities:colorStoneBrick:9, 染色 石砖 (青色)
ExtraUtilities:colorStoneBrick:10, 染色 石砖 (紫色)
ExtraUtilities:colorStoneBrick:11, 染色 石砖 (蓝色)
ExtraUtilities:colorStoneBrick:12, 染色 石砖 (棕色)
ExtraUtilities:colorStoneBrick:13, 染色 石砖 (绿色)
ExtraUtilities:colorStoneBrick:14, 染色 石砖 (红色)
ExtraUtilities:colorStoneBrick:15, 染色 石砖 (黑色)
ExtraUtilities:colorWoodPlanks:0, 染色 橡木木板 (白色)
ExtraUtilities:colorWoodPlanks:1, 染色 橡木木板 (橙色)
ExtraUtilities:colorWoodPlanks:2, 染色 橡木木板 (品红色)
ExtraUtilities:colorWoodPlanks:3, 染色 橡木木板 (淡蓝色)
ExtraUtilities:colorWoodPlanks:4, 染色 橡木木板 (黄色)
ExtraUtilities:colorWoodPlanks:5, 染色 橡木木板 (黄绿色)
ExtraUtilities:colorWoodPlanks:6, 染色 橡木木板 (粉色)
ExtraUtilities:colorWoodPlanks:7, 染色 橡木木板 (灰色)
ExtraUtilities:colorWoodPlanks:8, 染色 橡木木板 (浅灰色)
ExtraUtilities:colorWoodPlanks:9, 染色 橡木木板 (青色)
ExtraUtilities:colorWoodPlanks:10, 染色 橡木木板 (紫色)
ExtraUtilities:colorWoodPlanks:11, 染色 橡木木板 (蓝色)
ExtraUtilities:colorWoodPlanks:12, 染色 橡木木板 (棕色)
ExtraUtilities:colorWoodPlanks:13, 染色 橡木木板 (绿色)
ExtraUtilities:colorWoodPlanks:14, 染色 橡木木板 (红色)
ExtraUtilities:colorWoodPlanks:15, 染色 橡木木板 (黑色)
ExtraUtilities:color_lightgem:0, 染色 萤石 (白色)
ExtraUtilities:color_lightgem:1, 染色 萤石 (橙色)
ExtraUtilities:color_lightgem:2, 染色 萤石 (品红色)
ExtraUtilities:color_lightgem:3, 染色 萤石 (淡蓝色)
ExtraUtilities:color_lightgem:4, 染色 萤石 (黄色)
ExtraUtilities:color_lightgem:5, 染色 萤石 (黄绿色)
ExtraUtilities:color_lightgem:6, 染色 萤石 (粉色)
ExtraUtilities:color_lightgem:7, 染色 萤石 (灰色)
ExtraUtilities:color_lightgem:8, 染色 萤石 (浅灰色)
ExtraUtilities:color_lightgem:9, 染色 萤石 (青色)
ExtraUtilities:color_lightgem:10, 染色 萤石 (紫色)
ExtraUtilities:color_lightgem:11, 染色 萤石 (蓝色)
ExtraUtilities:color_lightgem:12, 染色 萤石 (棕色)
ExtraUtilities:color_lightgem:13, 染色 萤石 (绿色)
ExtraUtilities:color_lightgem:14, 染色 萤石 (红色)
ExtraUtilities:color_lightgem:15, 染色 萤石 (黑色)
ExtraUtilities:color_stone:0, 染色 石头 (白色)
ExtraUtilities:color_stone:1, 染色 石头 (橙色)
ExtraUtilities:color_stone:2, 染色 石头 (品红色)
ExtraUtilities:color_stone:3, 染色 石头 (淡蓝色)
ExtraUtilities:color_stone:4, 染色 石头 (黄色)
ExtraUtilities:color_stone:5, 染色 石头 (黄绿色)
ExtraUtilities:color_stone:6, 染色 石头 (粉色)
ExtraUtilities:color_stone:7, 染色 石头 (灰色)
ExtraUtilities:color_stone:8, 染色 石头 (浅灰色)
ExtraUtilities:color_stone:9, 染色 石头 (青色)
ExtraUtilities:color_stone:10, 染色 石头 (紫色)
ExtraUtilities:color_stone:11, 染色 石头 (蓝色)
ExtraUtilities:color_stone:12, 染色 石头 (棕色)
ExtraUtilities:color_stone:13, 染色 石头 (绿色)
ExtraUtilities:color_stone:14, 染色 石头 (红色)
ExtraUtilities:color_stone:15, 染色 石头 (黑色)
ExtraUtilities:color_quartzBlock:0, 染色 石英块 (白色)
ExtraUtilities:color_quartzBlock:1, 染色 石英块 (橙色)
ExtraUtilities:color_quartzBlock:2, 染色 石英块 (品红色)
ExtraUtilities:color_quartzBlock:3, 染色 石英块 (淡蓝色)
ExtraUtilities:color_quartzBlock:4, 染色 石英块 (黄色)
ExtraUtilities:color_quartzBlock:5, 染色 石英块 (黄绿色)
ExtraUtilities:color_quartzBlock:6, 染色 石英块 (粉色)
ExtraUtilities:color_quartzBlock:7, 染色 石英块 (灰色)
ExtraUtilities:color_quartzBlock:8, 染色 石英块 (浅灰色)
ExtraUtilities:color_quartzBlock:9, 染色 石英块 (青色)
ExtraUtilities:color_quartzBlock:10, 染色 石英块 (紫色)
ExtraUtilities:color_quartzBlock:11, 染色 石英块 (蓝色)
ExtraUtilities:color_quartzBlock:12, 染色 石英块 (棕色)
ExtraUtilities:color_quartzBlock:13, 染色 石英块 (绿色)
ExtraUtilities:color_quartzBlock:14, 染色 石英块 (红色)
ExtraUtilities:color_quartzBlock:15, 染色 石英块 (黑色)
ExtraUtilities:color_hellsand:0, 染色 灵魂沙 (白色)
ExtraUtilities:color_hellsand:1, 染色 灵魂沙 (橙色)
ExtraUtilities:color_hellsand:2, 染色 灵魂沙 (品红色)
ExtraUtilities:color_hellsand:3, 染色 灵魂沙 (淡蓝色)
ExtraUtilities:color_hellsand:4, 染色 灵魂沙 (黄色)
ExtraUtilities:color_hellsand:5, 染色 灵魂沙 (黄绿色)
ExtraUtilities:color_hellsand:6, 染色 灵魂沙 (粉色)
ExtraUtilities:color_hellsand:7, 染色 灵魂沙 (灰色)
ExtraUtilities:color_hellsand:8, 染色 灵魂沙 (浅灰色)
ExtraUtilities:color_hellsand:9, 染色 灵魂沙 (青色)
ExtraUtilities:color_hellsand:10, 染色 灵魂沙 (紫色)
ExtraUtilities:color_hellsand:11, 染色 灵魂沙 (蓝色)
ExtraUtilities:color_hellsand:12, 染色 灵魂沙 (棕色)
ExtraUtilities:color_hellsand:13, 染色 灵魂沙 (绿色)
ExtraUtilities:color_hellsand:14, 染色 灵魂沙 (红色)
ExtraUtilities:color_hellsand:15, 染色 灵魂沙 (黑色)
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
ExtraUtilities:color_redstoneLight:0, 染色 红石灯 (白色)
ExtraUtilities:color_redstoneLight:1, 染色 红石灯 (橙色)
ExtraUtilities:color_redstoneLight:2, 染色 红石灯 (品红色)
ExtraUtilities:color_redstoneLight:3, 染色 红石灯 (淡蓝色)
ExtraUtilities:color_redstoneLight:4, 染色 红石灯 (黄色)
ExtraUtilities:color_redstoneLight:5, 染色 红石灯 (黄绿色)
ExtraUtilities:color_redstoneLight:6, 染色 红石灯 (粉色)
ExtraUtilities:color_redstoneLight:7, 染色 红石灯 (灰色)
ExtraUtilities:color_redstoneLight:8, 染色 红石灯 (浅灰色)
ExtraUtilities:color_redstoneLight:9, 染色 红石灯 (青色)
ExtraUtilities:color_redstoneLight:10, 染色 红石灯 (紫色)
ExtraUtilities:color_redstoneLight:11, 染色 红石灯 (蓝色)
ExtraUtilities:color_redstoneLight:12, 染色 红石灯 (棕色)
ExtraUtilities:color_redstoneLight:13, 染色 红石灯 (绿色)
ExtraUtilities:color_redstoneLight:14, 染色 红石灯 (红色)
ExtraUtilities:color_redstoneLight:15, 染色 红石灯 (黑色)
ExtraUtilities:color_brick:0, 染色 砖块 (白色)
ExtraUtilities:color_brick:1, 染色 砖块 (橙色)
ExtraUtilities:color_brick:2, 染色 砖块 (品红色)
ExtraUtilities:color_brick:3, 染色 砖块 (淡蓝色)
ExtraUtilities:color_brick:4, 染色 砖块 (黄色)
ExtraUtilities:color_brick:5, 染色 砖块 (黄绿色)
ExtraUtilities:color_brick:6, 染色 砖块 (粉色)
ExtraUtilities:color_brick:7, 染色 砖块 (灰色)
ExtraUtilities:color_brick:8, 染色 砖块 (浅灰色)
ExtraUtilities:color_brick:9, 染色 砖块 (青色)
ExtraUtilities:color_brick:10, 染色 砖块 (紫色)
ExtraUtilities:color_brick:11, 染色 砖块 (蓝色)
ExtraUtilities:color_brick:12, 染色 砖块 (棕色)
ExtraUtilities:color_brick:13, 染色 砖块 (绿色)
ExtraUtilities:color_brick:14, 染色 砖块 (红色)
ExtraUtilities:color_brick:15, 染色 砖块 (黑色)
ExtraUtilities:color_stonebrick:0, 染色 圆石 (白色)
ExtraUtilities:color_stonebrick:1, 染色 圆石 (橙色)
ExtraUtilities:color_stonebrick:2, 染色 圆石 (品红色)
ExtraUtilities:color_stonebrick:3, 染色 圆石 (淡蓝色)
ExtraUtilities:color_stonebrick:4, 染色 圆石 (黄色)
ExtraUtilities:color_stonebrick:5, 染色 圆石 (黄绿色)
ExtraUtilities:color_stonebrick:6, 染色 圆石 (粉色)
ExtraUtilities:color_stonebrick:7, 染色 圆石 (灰色)
ExtraUtilities:color_stonebrick:8, 染色 圆石 (浅灰色)
ExtraUtilities:color_stonebrick:9, 染色 圆石 (青色)
ExtraUtilities:color_stonebrick:10, 染色 圆石 (紫色)
ExtraUtilities:color_stonebrick:11, 染色 圆石 (蓝色)
